coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr13:74518117-74569190	NM_007249	KLF12	unknown	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr13:75876378-75880607	NM_014832	TBC1D4	hsa_circ_0030421	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr13:75900332-75915723	NM_014832	TBC1D4	unknown	2	2	0	0	2	2	2	2	0	0	2	0	2	0	0	0
chr13:75911056-75933994	NM_014832	TBC1D4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:75930282-75936743	NM_014832	TBC1D4	unknown	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr13:76134888-76143643	NM_001270952	UCHL3	hsa_circ_0000494	3	5	13	13	3	3	3	5	13	2	5	2	5	13	2	2
chr13:77589543-77595996	NM_012158	FBXL3	hsa_circ_0008794	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr13:77644765-77661768	NM_015057	MYCBP2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:77655561-77661768	NM_015057	MYCBP2	hsa_circ_0004850	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr13:77700452-77703365	NM_015057	MYCBP2	hsa_circ_0000495	0	11	18	18	0	0	0	11	18	2	11	2	11	18	2	2
chr13:77779390-77818086	NM_015057	MYCBP2	hsa_circ_0030509	3	4	0	0	3	3	3	4	0	0	4	0	4	0	0	0
chr13:77785301-77818086	NM_015057	MYCBP2	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr13:77791974-77818086	NM_015057	MYCBP2	hsa_circ_0004217	0	10	14	14	0	0	0	10	14	0	10	0	10	14	0	0
chr13:77817193-77818086	NM_015057	MYCBP2	hsa_circ_0030522	0	2	7	7	0	0	0	2	7	0	2	0	2	7	0	0
chr13:77825285-77838137	NM_015057	MYCBP2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:78293666-78320990	NM_001242868	SLAIN1	unknown	3	9	9	9	3	3	3	9	9	2	9	2	9	9	2	2
chr13:78293666-78327493	NM_001242868	SLAIN1	hsa_circ_0000497	21	34	30	30	21	21	21	34	30	4	34	4	34	30	4	4
chr13:78293666-78335245	NM_001242868	SLAIN1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:78317150-78327493	NM_001242868	SLAIN1	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr13:78318417-78327493	NM_001242868	SLAIN1	unknown	0	4	0	0	0	0	0	4	0	2	4	2	4	0	2	2
chr13:79939712-79953042	NM_022118	RBM26	hsa_circ_0030537	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr13:79942864-79946065	NM_022118	RBM26	hsa_circ_0030541	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:79945079-79946065	NM_022118	RBM26	hsa_circ_0004205	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr1:38332130-38339760	NM_005540	INPP5B	hsa_circ_0005807	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr13:95112344-95141684	NM_001129889	DCT	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95686858-95705438	NM_005845	ABCC4	hsa_circ_0030567	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95686858-95768255	NM_005845	ABCC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95705348-95724107	NM_005845	ABCC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95813442-95816772	NM_005845	ABCC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95813442-95818621	NM_005845	ABCC4	hsa_circ_0007470	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr13:95822785-95840796	NM_005845	ABCC4	hsa_circ_0030594	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:95886863-95918518	NM_005845	ABCC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:96361480-96377506	NM_006260	DNAJC3	unknown	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr13:96375495-96377506	NM_006260	DNAJC3	hsa_circ_0002473	0	24	19	19	0	0	0	24	19	0	24	0	24	19	0	0
chr1:39696853-39723700	NM_012090	MACF1	hsa_circ_0008939	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr13:97999057-97999321	NM_144778	MBNL2	hsa_circ_0030648	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:39835701-39838268	NM_012090	MACF1	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr13:98634756-98637867	NM_002271	IPO5	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr13:98923108-98923600	NM_005766	FARP1	hsa_circ_0003907	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:39904945-39905172	NM_012090	MACF1	hsa_circ_0011843	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr1:39910333-39914435	NM_012090	MACF1	hsa_circ_0002704	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr13:99890680-99896878	NM_001144072	UBAC2	hsa_circ_0030720	6	16	8	8	6	6	6	16	8	9	16	9	16	8	9	9
chr13:99896085-99896878	NM_001144072	UBAC2	hsa_circ_0030722	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:40026753-40037021	NM_001135653	PABPC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:40319641-40323089	NM_017646	TRIT1	hsa_circ_0000057	6	11	7	7	6	6	6	11	7	0	11	0	11	7	0	0
chr1:40557000-40558179	NM_000310	PPT1	hsa_circ_0011886	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:40654726-40668286	NM_012421	RLF	hsa_circ_0006373	7	10	7	7	7	7	7	10	7	0	10	0	10	7	0	0
chr1:40733457-40737707	NM_005857	ZMPSTE24	hsa_circ_0008985	0	4	4	4	0	0	0	4	4	0	4	0	4	4	0	0
chr14:100317189-100331983	NM_001008707	EML1	hsa_circ_0033155	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr14:100551023-100563995	NM_016337	EVL	hsa_circ_0033165	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr14:100803398-100809724	NM_004184	WARS	hsa_circ_0033180	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr14:100808734-100828258	NM_004184	WARS	hsa_circ_0033182	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:100820023-100828258	NM_004184	WARS	hsa_circ_0033184	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr14:102368055-102372866	NM_001161725	PPP2R5C	hsa_circ_0003831	0	9	5	5	0	0	0	9	5	0	9	0	9	5	0	0
chr14:102486229-102489217	NM_001376	DYNC1H1	hsa_circ_0008683	0	5	3	3	0	0	0	5	3	0	5	0	5	3	0	0
chr14:102506572-102507010	NM_001376	DYNC1H1	hsa_circ_0002398	11	22	18	18	11	11	11	22	18	0	22	0	22	18	0	0
chr14:102506572-102509085	NM_001376	DYNC1H1	hsa_circ_0007979	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr14:102659799-102661457	NM_001242414	WDR20	hsa_circ_0000569	0	6	3	3	0	0	0	6	3	0	6	0	6	3	0	0
chr14:102661274-102664184	NM_001242414	WDR20	hsa_circ_0003512	2	7	13	13	2	2	2	7	13	0	7	0	7	13	0	0
chr14:102661274-102676199	NM_001242414	WDR20	hsa_circ_0002553	2	7	0	0	2	2	2	7	0	2	7	2	7	0	2	2
chr14:103148231-103188753	NM_015156	RCOR1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:103180759-103187714	NM_015156	RCOR1	hsa_circ_0006016	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr14:103296670-103369766	NM_001199427	TRAF3	hsa_circ_0033422	2	2	3	3	2	2	2	2	3	0	2	0	2	3	0	0
chr14:103336521-103342862	NM_001199427	TRAF3	hsa_circ_0004166	0	8	9	9	0	0	0	8	9	0	8	0	8	9	0	0
chr14:103336521-103352606	NM_001199427	TRAF3	hsa_circ_0033424	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:103355896-103369766	NM_001199427	TRAF3	hsa_circ_0033431	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:103865287-103871604	NM_001128918	MARK3	hsa_circ_0008282	0	3	12	12	0	0	0	3	12	0	3	0	3	12	0	0
chr14:103923478-103928798	NM_001128918	MARK3	hsa_circ_0033480	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr14:104139350-104139768	NM_005552	KLC1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:105718843-105739231	NM_001242788	BRF1	hsa_circ_0005309	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:105814829-105821514	NM_001243127	PACS2	hsa_circ_0033596	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:105905008-105920647	NM_001203258	MTA1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:41107380-41113514	NM_014747	RIMS3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:41474465-41475261	NM_001905	CTPS1	hsa_circ_0005157	0	7	4	4	0	0	0	7	4	0	7	0	7	4	0	0
chr1:41474465-41475926	NM_001905	CTPS1	hsa_circ_0008296	6	7	9	9	6	6	6	7	9	0	7	0	7	9	0	0
chr1:41512078-41541123	NM_001172222	SCMH1	hsa_circ_0011938	4	5	6	6	4	4	4	5	6	0	5	0	5	6	0	0
chr1:41536266-41541123	NM_001172222	SCMH1	hsa_circ_0000061	27	60	84	84	27	27	27	60	84	14	60	14	60	84	14	14
chr1:41536266-41571497	NM_001172222	SCMH1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:41536266-41579198	NM_001172222	SCMH1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:41536266-41627104	NM_001172222	SCMH1	hsa_circ_0011943	0	7	2	2	0	0	0	7	2	0	7	0	7	2	0	0
chr1:41578954-41582682	NM_001172222	SCMH1	hsa_circ_0004628	0	5	2	2	0	0	0	5	2	0	5	0	5	2	0	0
chr1:41578954-41608784	NM_001172222	SCMH1	hsa_circ_0000063	0	10	19	19	0	0	0	10	19	0	10	0	10	19	0	0
chr1:41578954-41617356	NM_001172222	SCMH1	hsa_circ_0011945	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr1:41578954-41627104	NM_001172222	SCMH1	hsa_circ_0003751	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr1:41608549-41618413	NM_001172222	SCMH1	unknown	0	3	6	6	0	0	0	3	6	0	3	0	3	6	0	0
chr1:41651792-41660071	NM_001172218	SCMH1	hsa_circ_0005303	2	6	13	13	2	2	2	6	13	0	6	0	6	13	0	0
chr14:20811282-20811436	NR_002312	RPPH1	hsa_circ_0000512	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:20811287-20811436	NR_002312	RPPH1	hsa_circ_0000513	0	16	0	0	0	0	0	16	0	0	16	0	16	0	0	0
chr14:20811305-20811436	NR_002312	RPPH1	hsa_circ_0000514	0	44	4	4	0	0	0	44	4	2	44	2	44	4	2	2
chr14:21825355-21829372	NM_007192	SUPT16H	hsa_circ_0000522	3	5	8	8	3	3	3	5	8	0	5	0	5	8	0	0
chr14:21840032-21841589	NM_007192	SUPT16H	hsa_circ_0007497	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:21930508-21931926	NM_001163380	RAB2B	unknown	2	3	2	2	2	2	2	3	2	0	3	0	3	2	0	0
chr14:21969054-21972024	NM_019852	METTL3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:21971315-21972024	NM_019852	METTL3	hsa_circ_0000523	10	23	42	42	10	10	10	23	42	3	23	3	23	42	3	3
chr14:23282108-23282649	NR_040448	SLC7A7	hsa_circ_0031225	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:23375403-23378804	NM_001077351	RBM23	hsa_circ_0004137	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:23375403-23380612	NM_001077351	RBM23	hsa_circ_0031241	3	11	10	10	3	3	3	11	10	0	11	0	11	10	0	0
chr14:23378691-23380612	NM_001077351	RBM23	hsa_circ_0000524	5	19	38	38	5	5	5	19	38	0	19	0	19	38	0	0
chr14:23395341-23396023	NM_001039619	PRMT5	hsa_circ_0031250	0	3	6	6	0	0	0	3	6	0	3	0	3	6	0	0
chr14:23395341-23396823	NM_001039619	PRMT5	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:23395341-23396869	NM_001039619	PRMT5	hsa_circ_0002928	2	13	19	19	2	2	2	13	19	0	13	0	13	19	0	0
chr14:23416379-23421892	NM_001166269	HAUS4	hsa_circ_0031258	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr14:23416379-23424385	NM_001166269	HAUS4	hsa_circ_0031259	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:23419522-23420898	NM_001166269	HAUS4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:23419522-23421892	NM_001166269	HAUS4	hsa_circ_0005663	0	6	0	0	0	0	0	6	0	0	6	0	6	0	0	0
chr14:23458950-23459336	NM_001130706	C14orf93	hsa_circ_0031265	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:23793346-23793498	NM_001199864	BCL2L2-PABPN1	hsa_circ_0031288	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr14:24679553-24679974	NM_014169	CHMP4A	hsa_circ_0007326	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr1:42730785-42744343	NM_001198851	FOXJ3	hsa_circ_0006848	3	13	13	13	3	3	3	13	13	0	13	0	13	13	0	0
chr1:42730785-42744455	NM_001198851	FOXJ3	unknown	0	5	7	7	0	0	0	5	7	0	5	0	5	7	0	0
chr1:42730785-42776781	NM_001198851	FOXJ3	hsa_circ_0004416	2	7	9	9	2	2	2	7	9	0	7	0	7	9	0	0
chr1:42730785-42789498	NM_001198851	FOXJ3	unknown	0	2	6	6	0	0	0	2	6	0	2	0	2	6	0	0
chr14:31050069-31050322	NM_017769	G2E3	unknown	2	2	0	0	2	2	2	2	0	0	2	0	2	0	0	0
chr14:31139461-31144271	NM_016106	SCFD1	hsa_circ_0009140	0	7	7	7	0	0	0	7	7	0	7	0	7	7	0	0
chr14:31139461-31169464	NM_016106	SCFD1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:31185129-31191765	NM_016106	SCFD1	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr14:31185129-31204064	NM_016106	SCFD1	hsa_circ_0000528	2	8	4	4	2	2	2	8	4	0	8	0	8	4	0	0
chr14:31346777-31349940	NM_001135058	COCH	hsa_circ_0031431	9	40	27	27	9	9	9	40	27	6	40	6	40	27	6	6
chr14:31348016-31348691	NM_001135058	COCH	hsa_circ_0031432	2	2	0	0	2	2	2	2	0	0	2	0	2	0	0	0
chr14:31349657-31349940	NM_001135058	COCH	unknown	0	4	5	5	0	0	0	4	5	0	4	0	4	5	0	0
chr14:31371741-31380368	NM_001083893	STRN3	hsa_circ_0031433	0	4	6	6	0	0	0	4	6	0	4	0	4	6	0	0
chr14:31388171-31398517	NM_001083893	STRN3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:31416295-31425448	NM_001083893	STRN3	hsa_circ_0031447	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:31581621-31583546	NM_015382	HECTD1	hsa_circ_0004829	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr14:31585441-31590711	NM_015382	HECTD1	hsa_circ_0031465	3	2	0	0	3	3	3	2	0	0	2	0	2	0	0	0
chr14:31592119-31602881	NM_015382	HECTD1	unknown	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr14:31596990-31602881	NM_015382	HECTD1	hsa_circ_0002301	4	11	12	12	4	4	4	11	12	0	11	0	11	12	0	0
chr14:31602443-31602881	NM_015382	HECTD1	hsa_circ_0031485	0	8	27	27	0	0	0	8	27	0	8	0	8	27	0	0
chr14:31626045-31641328	NM_015382	HECTD1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:32030631-32031421	NM_025152	NUBPL	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:32241021-32257079	NM_025152	NUBPL	unknown	0	4	4	4	0	0	0	4	4	0	4	0	4	4	0	0
chr1:43239233-43241150	NM_024097	C1orf50	hsa_circ_0004752	0	9	5	5	0	0	0	9	5	0	9	0	9	5	0	0
chr14:35036891-35037219	NM_021249	SNX6	unknown	0	3	8	8	0	0	0	3	8	0	3	0	3	8	0	0
chr14:35252967-35262127	NM_013448	BAZ1A	hsa_circ_0006431	2	6	5	5	2	2	2	6	5	0	6	0	6	5	0	0
chr14:35331249-35331528	NM_013448	BAZ1A	hsa_circ_0006137	3	13	19	19	3	3	3	13	19	2	13	2	13	19	2	2
chr14:35476488-35483108	NM_001146282	SRP54	hsa_circ_0031645	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:35565763-35568590	NM_017917	PPP2R3C	hsa_circ_0031657	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr14:35568457-35577442	NM_017917	PPP2R3C	hsa_circ_0031658	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:36299886-36300706	NM_032352	BRMS1L	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:39524346-39532617	NM_006364	SEC23A	hsa_circ_0031712	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:39620949-39628754	NM_001079537	TRAPPC6B	hsa_circ_0031738	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:39623414-39628754	NM_001079537	TRAPPC6B	unknown	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr14:39648294-39648666	NM_002687	PNN	unknown	8	8	2	2	8	8	8	8	2	5	8	5	8	2	5	5
chr14:39746137-39748741	NM_203354	CTAGE5	hsa_circ_0000530	0	5	4	4	0	0	0	5	4	0	5	0	5	4	0	0
chr1:44257772-44280605	NM_001270459	ST3GAL3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:44386075-44386600	NM_001270459	ST3GAL3	hsa_circ_0006595	3	10	16	16	3	3	3	10	16	0	10	0	10	16	0	0
chr1:44386075-44387310	NM_001270459	ST3GAL3	hsa_circ_0007205	0	8	7	7	0	0	0	8	7	0	8	0	8	7	0	0
chr1:44474024-44474295	NM_001261380	SLC6A9	hsa_circ_0012134	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:45564423-45566208	NM_017922	PRPF39	hsa_circ_0000532	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr14:45587230-45599993	NM_002013	FKBP3	unknown	0	3	3	3	0	0	0	3	3	6	3	6	3	3	6	6
chr14:47426576-47504507	NM_182830	MDGA2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:44750506-44804994	NM_024066	ERI3	hsa_circ_0007437	0	6	3	3	0	0	0	6	3	2	6	2	6	3	2	2
chr1:44773981-44785416	NM_024066	ERI3	hsa_circ_0012144	0	5	3	3	0	0	0	5	3	0	5	0	5	3	0	0
chr1:44773981-44804994	NM_024066	ERI3	hsa_circ_0007693	2	9	8	8	2	2	2	9	8	0	9	0	9	8	0	0
chr1:44785299-44804994	NM_024066	ERI3	hsa_circ_0005246	0	2	5	5	0	0	0	2	5	2	2	2	2	5	2	2
chr1:44804716-44804994	NM_024066	ERI3	hsa_circ_0012151	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr14:50069087-50070336	NM_152329	LRR1	unknown	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr14:50130032-50141145	NM_001197330	POLE2	hsa_circ_0008002	2	20	10	10	2	2	2	20	10	0	20	0	20	10	0	0
chr14:50131343-50141172	NM_001197330	POLE2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:50136241-50141145	NM_001197330	POLE2	hsa_circ_0004904	0	9	8	8	0	0	0	9	8	0	9	0	9	8	0	0
chr14:50292584-50295505	NM_004713	NEMF	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:50292584-50298079	NM_004713	NEMF	unknown	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr14:50298016-50301167	NM_004713	NEMF	hsa_circ_0008076	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:50616725-50616948	NM_006939	SOS2	hsa_circ_0007695	0	19	12	12	0	0	0	19	12	0	19	0	19	12	0	0
chr14:50616725-50619891	NM_006939	SOS2	unknown	0	3	5	5	0	0	0	3	5	0	3	0	3	5	0	0
chr14:50929382-50930851	NM_006575	MAP4K5	hsa_circ_0031859	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:50930769-50952360	NM_006575	MAP4K5	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:51107467-51111732	NM_021818	SAV1	hsa_circ_0007101	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr14:51196240-51211083	NM_020921	NIN	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:51208299-51211083	NM_020921	NIN	hsa_circ_0008945	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:51210102-51211083	NM_020921	NIN	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:51210133-51211083	NM_020921	NIN	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:51710573-51716483	NM_030755	TMX1	hsa_circ_0009104	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:45223227-45223812	NM_006845	KIF2C	hsa_circ_0002563	0	8	4	4	0	0	0	8	4	0	8	0	8	4	0	0
chr14:52495439-52527074	NM_007361	NID2	hsa_circ_0031930	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr14:52520296-52527074	NM_007361	NID2	hsa_circ_0031933	0	7	0	0	0	0	0	7	0	0	7	0	7	0	0	0
chr14:52922041-52957723	NM_001160047	TXNDC16	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:52936754-52957723	NM_001160047	TXNDC16	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:52977957-53011089	NM_001160047	TXNDC16	hsa_circ_0031939	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr14:53138347-53149126	NM_014584	ERO1A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:54868241-54878424	NM_001130851	CDKN3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55071089-55076343	NM_001161576	SAMD4A	hsa_circ_0002327	0	6	3	3	0	0	0	6	3	0	6	0	6	3	0	0
chr14:55124674-55125143	NM_001161576	SAMD4A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55135645-55169298	NM_001161576	SAMD4A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55148652-55169298	NM_001161576	SAMD4A	hsa_circ_0003301	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55168779-55169298	NM_001161576	SAMD4A	hsa_circ_0004846	0	5	9	9	0	0	0	5	9	2	5	2	5	9	2	2
chr14:55203741-55204005	NM_001161576	SAMD4A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55215532-55231258	NM_001161576	SAMD4A	hsa_circ_0007924	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55215532-55243258	NM_001161576	SAMD4A	hsa_circ_0031994	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55423751-55424353	NM_001008396	WDHD1	hsa_circ_0006214	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55433192-55454105	NM_001008396	WDHD1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:55448257-55467710	NM_001008396	WDHD1	hsa_circ_0032008	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:56083234-56086030	NM_001079521	KTN1	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr14:56114742-56115588	NM_001079521	KTN1	hsa_circ_0004110	0	13	12	12	0	0	0	13	12	0	13	0	13	12	0	0
chr14:58785259-58796887	NM_002892	ARID4A	hsa_circ_0000542	2	6	9	9	2	2	2	6	9	0	6	0	6	9	0	0
chr14:58924476-58934640	NM_001244189	KIAA0586	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:59954391-59956593	NM_001098625	JKAMP	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:46032240-46032692	NM_001202413	AKR1A1	hsa_circ_0000067	0	5	9	9	0	0	0	5	9	0	5	0	5	9	0	0
chr14:60582436-60600766	NM_022495	PCNX4	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:46079767-46082065	NM_001195193	NASP	hsa_circ_0002053	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:46099160-46108171	NM_021639	GPBP1L1	hsa_circ_0005361	0	4	6	6	0	0	0	4	6	0	4	0	4	6	0	0
chr1:46105881-46108171	NM_021639	GPBP1L1	hsa_circ_0008774	5	23	36	36	5	5	5	23	36	2	23	2	23	36	2	2
chr1:46120210-46151292	NM_021639	GPBP1L1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:46124699-46126897	NM_021639	GPBP1L1	hsa_circ_0000068	2	2	2	2	2	2	2	2	2	0	2	0	2	2	0	0
chr14:61275042-61285565	NM_001177963	MNAT1	hsa_circ_0005818	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:61909828-61924397	NM_006255	PRKCH	hsa_circ_0032125	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr14:62187099-62201003	NM_001530	HIF1A	hsa_circ_0032133	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr14:62188226-62188541	NM_001530	HIF1A	hsa_circ_0007976	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr14:62211422-62212535	NM_001530	HIF1A	hsa_circ_0004817	0	7	0	0	0	0	0	7	0	0	7	0	7	0	0	0
chr14:64908771-64920579	NM_005956	MTHFD1	hsa_circ_0032203	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr1:46527600-46543285	NM_003629	PIK3R3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:46543186-46546422	NM_003629	PIK3R3	hsa_circ_0003161	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
